ward_no,ward_name,ward_label,population,area_sqkm,density_per_sqkm,sample_points,points_reachable,median_min,mean_min,best_min,worst_min,share_under_30,median_direct_only,median_800m,median_frequent,median_general,straight_line_km,share_reachable,band,band_colour,people_over_45,people_over_60,crow_fly_min,penalty_ratio
30,Kadugondanahalli,30-Kadugondanahalli,45748,0.69520505859375,65805.04476267526,11.0,11.0,8.980910741470668,8.340800422526742,2.053082658236747,13.17681398086993,1.0,8.980910741470668,8.980910741470668,8.980910741470668,8.980910741470668,0.7184728593176534,1.0,Under 30 min,#2e8b7a,0,0,8.980910741470668,1.0
123,Vijayanagar,123-Vijayanagar,40331,0.731634375,55124.52855977414,13.0,13.0,8.990624806121236,8.737715457192753,5.869847343825643,10.736279686269887,1.0,8.990624806121236,8.990624806121236,8.990624806121236,8.990624806121236,0.7192499844896988,1.0,Under 30 min,#2e8b7a,0,0,8.990624806121236,1.0
168,Pattabhiram Nagar,168-Pattabhiram Nagar,28353,1.750643890625,16195.755260013306,24.0,24.0,9.17754372885955,8.868579873711887,1.7560652174559492,15.605418862226125,1.0,9.17754372885955,9.17754372885955,9.17754372885955,9.24550567580986,0.7342034983087641,1.0,Under 30 min,#2e8b7a,0,0,9.17754372885955,1.0
118,Sudham Nagara,118-Sudham Nagara,28784,1.00412222265625,28665.833053526472,14.0,14.0,9.311440649756499,7.943950572783123,1.2710441282785956,12.988175148640147,1.0,9.311440649756499,9.311440649756499,9.311440649756499,9.311440649756499,0.7449152519805199,1.0,Under 30 min,#2e8b7a,0,0,9.311440649756499,1.0
65,Kadu Malleshwar Ward,65-Kadu Malleshwar Ward,35609,1.36080140234375,26167.668506711947,22.0,22.0,9.361848648447012,9.887767797383695,2.060637285726915,19.72388322923819,1.0,9.361848648447012,9.361848648447012,9.361848648447012,9.361848648447012,0.7489478918757608,1.0,Under 30 min,#2e8b7a,0,0,9.36184864844701,1.0000000000000002
122,Kempapura Agrahara,122-Kempapura Agrahara,40032,0.35643851953125,112311.09379717385,5.0,5.0,9.429261864460818,8.280218058622172,6.3504185096997965,9.646938471953055,1.0,9.429261864460818,9.429261864460818,9.429261864460818,9.429261864460818,0.7543409491568654,1.0,Under 30 min,#2e8b7a,0,0,9.429261864460818,1.0
110,Sampangiram Nagar,110-Sampangiram Nagar,27504,4.4582201286125,6169.2781438676675,71.0,71.0,9.558426746973762,10.120153774287559,1.1585668554844828,18.931698006402517,1.0,9.558426746973762,9.558426746973762,9.558426746973762,9.558426746973762,0.7651973859867879,1.0,Under 30 min,#2e8b7a,0,0,9.56496732483485,0.9993161944375799
106,Dr. Raj Kumar Ward,106-Dr. Raj Kumar Ward,24181,0.98260136328125,24609.16593810859,16.0,16.0,9.717580597429375,9.532557747261325,4.46320617567743,13.093553209279596,1.0,9.717580597429375,9.702024769253624,9.717580597429375,9.717580597429375,0.7774064477943501,1.0,Under 30 min,#2e8b7a,0,0,9.717580597429377,0.9999999999999998
104,Govindaraja Nagar,104-Govindaraja Nagar,26873,0.76573896484375,35094.204727434066,11.0,11.0,9.76038221836478,8.85992038166246,3.524396897328825,13.164251076021458,1.0,9.76038221836478,9.76038221836478,9.76038221836478,9.76038221836478,0.7808305774691825,1.0,Under 30 min,#2e8b7a,0,0,9.76038221836478,1.0
180,Banashankari Temple ward,180-Banashankari Temple ward,42171,0.6829050234375,61752.36460807719,9.0,9.0,10.166207396211552,10.231245297997187,7.757105574087696,14.471880940639462,1.0,10.166207396211552,10.166207396211552,10.166207396211552,10.166207396211552,0.8132965916969243,1.0,Under 30 min,#2e8b7a,0,0,10.166207396211552,1.0
63,Jayamahal,63-Jayamahal,21728,1.4400371015625,15088.500134075864,21.0,21.0,10.267886958618542,9.300128492128227,3.5331736398247493,17.56172872622484,1.0,10.267886958618542,10.246902232319687,10.267886958618542,10.267886958618542,0.8214309566894833,1.0,Under 30 min,#2e8b7a,0,0,10.267886958618542,1.0
77,Dattatreya Temple,77-Dattatreya Temple,33388,0.7150985426045983,46690.068586059664,9.0,9.0,10.743801235832539,9.965463281776218,4.637370219967398,13.85981063721293,1.0,10.743801235832539,10.743801235832539,10.743801235832539,10.743801235832539,0.8595040988666032,1.0,Under 30 min,#2e8b7a,0,0,10.743801235832539,1.0
36,Mattikere,36-Mattikere,37036,0.9041300215385915,40963.134856394296,14.0,14.0,10.80931003896442,10.612982967969943,5.840217540270422,15.448322127878209,1.0,10.80931003896442,10.80931003896442,10.80931003896442,10.80931003896442,0.8647448031171534,1.0,Under 30 min,#2e8b7a,0,0,10.809310038964417,1.0000000000000002
151,Koramangala,151-Koramangala,38316,3.709054230562604,10330.396273065027,61.0,60.0,10.89127896988656,14.395432081998674,0.3838493815785353,52.41489831237208,0.9672131147540983,10.89127896988656,10.89127896988656,10.89127896988656,10.89127896988656,0.8713023175909249,0.9836065573770492,Under 30 min,#2e8b7a,0,0,10.89127896988656,1.0
135,Padarayanapura,135-Padarayanapura,37599,0.31515198046875,119304.34307941233,5.0,5.0,11.157355464945196,10.081606235009557,4.449446380809866,14.181772348299114,1.0,11.157355464945196,11.157355464945196,11.157355464945196,11.157355464945196,0.8925884371956158,1.0,Under 30 min,#2e8b7a,0,0,11.157355464945196,1.0
171,Gurappanapalya,171-Gurappanapalya,48991,0.6817035078125,71865.55362932765,11.0,11.0,11.631838443492935,11.336093597147483,7.367897825099575,14.371590410168224,1.0,11.631838443492935,11.631838443492935,11.631838443492935,16.212025798938676,0.9305470754794348,1.0,Under 30 min,#2e8b7a,0,0,11.631838443492935,1.0
145,Hombegowda Nagara,145-Hombegowda Nagara,38309,1.40491638671875,27267.8149120835,23.0,23.0,11.694715047892778,11.59250852119786,4.980064004138837,17.599683077306604,1.0,11.694715047892778,11.694715047892778,11.694715047892778,19.446049915387135,1.030001475492284,1.0,Under 30 min,#2e8b7a,0,0,12.87501844365355,0.9083260811682506
164,Vidyapeeta ward,164-Vidyapeeta ward,43483,1.23085855078125,35327.37370382689,21.0,21.0,11.804235863835325,12.812890357186964,5.219156411132454,20.857762903802033,1.0,11.804235863835325,11.804235863835325,11.804235863835325,11.804235863835325,0.944338869106826,1.0,Under 30 min,#2e8b7a,0,0,11.804235863835325,1.0
146,Lakkasandra,146-Lakkasandra,30667,1.29341327734375,23710.13235845239,19.0,19.0,11.814474067324559,10.879253355668691,2.058500083295388,18.676714923261564,1.0,11.814474067324559,11.814474067324559,11.814474067324559,17.713609151529084,0.9451579253859648,1.0,Under 30 min,#2e8b7a,0,0,11.814474067324559,1.0
140,Chamrajapet,140-Chamrajapet,32213,1.031784413510956,31220.669335743893,15.0,15.0,11.84947683020082,11.164010206716103,3.171476300630658,17.611960677992666,1.0,11.84947683020082,11.84947683020082,11.84947683020082,11.84947683020082,0.9479581464160656,1.0,Under 30 min,#2e8b7a,0,0,11.84947683020082,1.0
152,Suddagunte Palya,152-Suddagunte Palya,39997,1.73416697265625,23064.099726646265,27.0,27.0,11.977738615843224,11.468393945209257,5.017608126484618,16.02176234673631,1.0,11.977738615843224,11.977738615843224,11.977738615843224,15.483222923290839,0.9592662059958973,1.0,Under 30 min,#2e8b7a,0,0,11.990827574948716,0.9989084190374952
27,Banasavadi,27-Banasavadi,51268,3.4515269296875,14853.715774033315,55.0,55.0,11.99520824492173,11.786301025957416,1.8802918069045873,23.393596825122092,1.0,11.99520824492173,11.99520824492173,11.99520824492173,11.99520824492173,0.9596166595937384,1.0,Under 30 min,#2e8b7a,0,0,11.99520824492173,1.0
124,Hosahalli,124-Hosahalli,37347,0.88586589453125,42158.75137597651,13.0,13.0,12.11357961005202,11.63508532923574,5.414631765497941,15.630179343597717,1.0,12.11357961005202,12.11357961005202,12.11357961005202,12.11357961005202,0.9690863688041615,1.0,Under 30 min,#2e8b7a,0,0,12.11357961005202,1.0
91,Bharathi Nagar,91-Bharathi Nagar,32689,0.78067064453125,41872.97194917321,13.0,13.0,12.40911850414931,12.361647575034292,6.360728161436008,18.478898737244258,1.0,12.40911850414931,12.40911850414931,12.40911850414931,12.40911850414931,0.9927294803319449,1.0,Under 30 min,#2e8b7a,0,0,12.40911850414931,1.0
100,Basaveshwara Nagar,100-Basaveshwara Nagar,30333,0.8374021640625,36222.73896791133,14.0,14.0,12.4294653100179,12.581536579649198,8.40656467344907,17.33429287412984,1.0,12.4294653100179,12.4294653100179,12.4294653100179,12.4294653100179,0.9943572248014321,1.0,Under 30 min,#2e8b7a,0,0,12.4294653100179,1.0
177,J P Nagar,177-J P Nagar,28846,1.7951841875,16068.546169722766,29.0,29.0,12.507138965629023,12.234284708812252,2.796285493807791,19.787444071415248,1.0,12.507138965629023,12.507138965629023,12.507138965629023,20.76049883727044,1.029630570207014,1.0,Under 30 min,#2e8b7a,0,0,12.870382127587675,0.9717768160760325
167,Yediyur,167-Yediyur,32756,1.22652384375,26706.37033834672,20.0,20.0,12.511692218019842,12.519807705554863,7.603925039749055,17.39751700458732,1.0,12.511692218019842,12.511692218019842,12.511692218019842,15.776438643436439,1.0009353774415874,1.0,Under 30 min,#2e8b7a,0,0,12.511692218019842,1.0
185,Yelchenahalli,185-Yelchenahalli,46943,1.582723734375,29659.629776473445,24.0,24.0,12.566909360308507,12.377675003305127,4.739166862540534,20.82305436967301,1.0,12.566909360308507,12.566909360308507,12.566909360308507,12.566909360308507,1.0053527488246805,1.0,Under 30 min,#2e8b7a,0,0,12.566909360308506,1.0000000000000002
111,Shantala Nagar,111-Shantala Nagar,22995,3.9864917357955716,5768.229692670104,64.0,64.0,12.665334296822024,12.6984399401294,0.46102625842733264,23.20441646360717,1.0,12.665334296822024,12.665334296822024,12.665334296822024,12.665334296822024,1.0132267437457618,1.0,Under 30 min,#2e8b7a,0,0,12.665334296822023,1.0000000000000002
42,Lakshmi Devi Nagar,42-Lakshmi Devi Nagar,41352,1.520051055060453,27204.349394932276,25.0,25.0,12.747966624974335,17.398309579631093,2.9931683635051356,45.8887543821331,0.8,12.747966624974335,12.747966624974335,12.747966624974335,12.747966624974335,1.466639036926545,1.0,Under 30 min,#2e8b7a,0,0,18.332987961581814,0.6953567335389452
183,Chikkalsandra,183-Chikkalsandra,43364,1.08898601953125,39820.52957729051,19.0,19.0,12.773101334822528,12.410358377656731,5.31915396139116,18.950851949419782,1.0,12.773101334822528,12.773101334822528,12.773101334822528,12.773101334822528,1.0218481067858023,1.0,Under 30 min,#2e8b7a,0,0,12.77310133482253,0.9999999999999999
