ward_no,ward_name,ward_label,population,area_sqkm,density_per_sqkm,sample_points,points_reachable,median_min,mean_min,best_min,worst_min,share_under_30,median_direct_only,median_800m,median_frequent,median_general,straight_line_km,share_reachable,band,band_colour,people_over_45,people_over_60,crow_fly_min,penalty_ratio
109,Chickpete,109-Chickpete,33292,0.7128691990799134,46701.41456941799,11.0,11.0,12.846723349215969,12.444595295998925,8.454392122328164,17.252894118509424,1.0,12.846723349215969,12.846723349215969,12.846723349215969,12.846723349215969,1.0277378679372775,1.0,Under 30 min,#2e8b7a,0,0,12.846723349215969,1.0
90,Halsoor,90-Halsoor,35090,1.6826345078125,20854.20204867816,25.0,25.0,13.203794097705151,12.94459989520649,4.611895153220241,20.064483129496896,1.0,13.203794097705151,13.203794097705151,13.203794097705151,13.203794097705151,1.0563035278164121,1.0,Under 30 min,#2e8b7a,0,0,13.203794097705151,1.0
125,Marenahalli,125-Marenahalli,21171,0.6906700734788047,30652.841078468555,11.0,11.0,13.442013037413389,13.671215912185119,8.845128342680354,16.477395125285817,1.0,13.442013037413389,13.442013037413389,13.442013037413389,13.442013037413389,1.2560731431486831,1.0,Under 30 min,#2e8b7a,0,0,15.70091428935854,0.8561293176744398
37,Yeshwanthpura,37-Yeshwanthpura,41107,0.7896936875992198,52054.3606280697,12.0,12.0,13.447619933392794,13.634830286322439,9.559652869538109,16.205336518565634,1.0,13.447619933392794,13.447619933392794,13.447619933392794,13.447619933392794,1.192106995105715,1.0,Under 30 min,#2e8b7a,0,0,14.901337438821438,0.9024438234892008
159,Kengeri,159-Kengeri,40771,5.083020118928402,8021.018812846114,78.0,78.0,13.470459907897638,13.272611833712126,3.5863066591041153,23.926382409507273,1.0,13.470459907897638,13.470459907897638,13.470459907897638,13.470459907897638,1.2082991972556374,1.0,Under 30 min,#2e8b7a,0,0,15.103739965695468,0.8918625412310173
154,Basavanagudi,154-Basavanagudi,32640,1.164325609375,28033.39524372471,18.0,18.0,13.804454428117312,13.406256144226283,8.193603630523182,17.587494346557445,1.0,13.804454428117312,13.804454428117312,13.804454428117312,17.19008471892093,1.104356354249385,1.0,Under 30 min,#2e8b7a,0,0,13.804454428117314,0.9999999999999999
18,Radhakrishna Temple Ward,18-Radhakrishna Temple Ward,35122,1.9488850099237376,18021.58661037388,31.0,31.0,13.824910158116912,13.72380975877826,4.704606983825372,22.94612652225852,1.0,13.824910158116912,13.824910158116912,13.824910158116912,13.824910158116912,1.1139832096556395,1.0,Under 30 min,#2e8b7a,0,0,13.924790120695494,0.9928271836262625
48,Muneshwara Nagar,48-Muneshwara Nagar,35814,0.48417982421875,73968.3857289754,7.0,7.0,14.197637273823261,13.730142425697698,10.356742598962727,17.003341934481565,1.0,14.197637273823261,14.197637273823261,14.197637273823261,14.197637273823261,1.1609541552127574,1.0,Under 30 min,#2e8b7a,0,0,14.511926940159466,0.9783426647865449
172,Madivala,172-Madivala,42624,1.16516596875,36581.91291471325,17.0,17.0,14.23071545307802,14.080162583591536,10.175924240202047,15.997441980300067,1.0,14.23071545307802,14.23071545307802,14.23071545307802,15.956234984517366,1.2580598273572334,1.0,Under 30 min,#2e8b7a,0,0,15.725747841965418,0.9049309194124437
166,Karisandra,166-Karisandra,27040,1.1028587064374997,24518.099954386485,17.0,17.0,14.299290643945302,13.893661955874304,8.419343085245922,18.161928597659813,1.0,14.299290643945302,14.299290643945302,14.299290643945302,14.299290643945302,1.143943251515624,1.0,Under 30 min,#2e8b7a,0,0,14.299290643945302,1.0
44,Marappana Palya,44-Marappana Palya,40212,2.035977625,19750.708213210346,32.0,32.0,14.393149468924317,13.925108610306577,4.892343563791972,20.282972050826647,1.0,14.393149468924317,14.393149468924317,14.393149468924317,14.393149468924317,1.2869710262597542,1.0,Under 30 min,#2e8b7a,0,0,16.087137828246927,0.8946992076895005
67,Nagapura,67-Nagapura,34574,1.7977619765625,19231.689428713435,29.0,29.0,14.3973168060659,14.645848763530768,8.910782664029302,21.48642359880823,1.0,14.3973168060659,14.3973168060659,14.3973168060659,14.3973168060659,1.5501944909009293,1.0,Under 30 min,#2e8b7a,0,0,19.377431136261617,0.7429940896099346
94,Gandhinagar,94-Gandhinagar,31208,1.923237267252309,16226.80702552434,31.0,31.0,14.689303186012708,15.248708540457017,8.821943045086664,23.855414997130843,1.0,14.689303186012708,14.689303186012708,14.689303186012708,16.569209264808197,1.1751442548810167,1.0,Under 30 min,#2e8b7a,0,0,14.689303186012708,1.0
32,Kaval Bairasandra,32-Kaval Bairasandra,39334,1.5826094296875,24853.889571330837,27.0,27.0,14.812196072787765,14.761281992297443,5.461361084187013,24.814475918517367,1.0,14.812196072787765,14.812196072787765,14.812196072787765,14.812196072787765,1.1849756858230212,1.0,Under 30 min,#2e8b7a,0,0,14.812196072787765,1.0
52,K R Puram,52-K R Puram,35168,4.834824477565625,7273.893843134381,77.0,77.0,14.835720415278923,14.948873958773317,0.9925536966124785,31.187511686450907,0.987012987012987,14.835720415278923,14.835720415278923,14.835720415278923,14.835720415278923,1.2944182249187086,1.0,Under 30 min,#2e8b7a,0,0,16.180227811483856,0.9169042975247435
55,Devasandra,55-Devasandra,33946,3.5375877729631195,9595.80431033842,59.0,59.0,14.981128454684015,14.645577727492535,2.136635139410689,24.82950690114921,1.0,14.981128454684015,14.981128454684015,14.981128454684015,14.981128454684015,1.2091697744149643,1.0,Under 30 min,#2e8b7a,0,0,15.114622180187055,0.9911679085383933
58,New Tippasandara,58-New Tippasandara,43983,3.33161767578125,13201.694876254423,53.0,53.0,14.983762650032578,14.515219976625646,5.137368563433463,22.653521233384613,1.0,14.983762650032578,14.983762650032578,14.983762650032578,14.983762650032578,1.1987010120026063,1.0,Under 30 min,#2e8b7a,0,0,14.983762650032578,1.0
24,HBR Layout,24-HBR Layout,58967,4.611314691534338,12787.459530414246,75.0,73.0,15.004823047042786,22.32555049299,4.004126282353666,63.20319150972475,0.8666666666666667,15.004823047042786,15.004823047042786,15.004823047042786,15.004823047042786,1.3311442348981941,0.9733333333333334,Under 30 min,#2e8b7a,0,0,16.639302936227427,0.9017699301798263
176,BTM Layout,176-BTM Layout,52250,2.1091825078125,24772.631010575813,35.0,35.0,15.195930783393255,15.040129390049138,4.3486745498528645,24.35762925633926,1.0,15.195930783393255,15.195930783393255,15.195930783393255,26.975381402077605,1.3524082812908993,1.0,Under 30 min,#2e8b7a,0,0,16.905103516136244,0.8988960504671533
142,Sunkenahalli,142-Sunkenahalli,34666,1.49864051953125,23131.63133400594,22.0,22.0,15.513134305254614,15.395295818204524,9.963529011839768,19.739817895443846,1.0,15.513134305254614,15.513134305254614,15.513134305254614,17.30963485642953,1.2410507444203693,1.0,Under 30 min,#2e8b7a,0,0,15.513134305254615,0.9999999999999999
141,Azad Nagar,141-Azad Nagar,38825,0.6743391541077921,57574.886114048604,10.0,10.0,15.743715090529049,15.82281821377806,12.608928617726164,20.258416144953607,1.0,15.743715090529049,15.743715090529049,15.743715090529049,15.743715090529049,1.2594972072423238,1.0,Under 30 min,#2e8b7a,0,0,15.743715090529047,1.0000000000000002
93,Vasanth Nagar,93-Vasanth Nagar,22815,3.1253211953125,7300.049682643494,51.0,51.0,15.814331258246776,13.900590895370664,1.569878432255605,23.085740215952946,1.0,15.814331258246776,15.814331258246776,15.814331258246776,15.814331258246776,1.265146500659742,1.0,Under 30 min,#2e8b7a,0,0,15.814331258246776,1.0
14,Bagalakunte,14-Bagalakunte,65113,4.1819722517931055,15569.926360004298,65.0,65.0,15.9008420696464,16.060823779844334,2.252863402578408,28.848280953742858,1.0,15.9008420696464,15.9008420696464,15.9008420696464,15.9008420696464,1.4507384908032412,1.0,Under 30 min,#2e8b7a,0,0,18.134231135040515,0.8768412595624984
38,HMT Ward,38-HMT Ward,36879,5.188015868144869,7108.497918528378,82.0,81.0,15.99434936666632,18.993108148102902,0.5188047664903063,38.087558571590584,0.8780487804878049,15.99434936666632,15.854311453913084,15.99434936666632,15.99434936666632,1.6418089412798174,0.9878048780487805,Under 30 min,#2e8b7a,0,0,20.522611765997716,0.779352528276449
35,Aramane Nagara,35-Aramane Nagara,36738,7.473511200135906,4915.7616836557245,121.0,121.0,16.022146742153616,15.019266984670894,1.4730231291859734,27.259719926820544,1.0,16.022146742153616,16.022146742153616,16.022146742153616,16.022146742153616,1.3253736520902388,1.0,Under 30 min,#2e8b7a,0,0,16.567170651127988,0.9671021733009515
45,Malleswaram,45-Malleswaram,34196,1.8096598525442567,18896.368813135126,29.0,29.0,16.048065194902776,15.946398210898197,11.200838084657061,20.602536314046542,1.0,16.048065194902776,16.048065194902776,16.048065194902776,16.048065194902776,1.5566014751865187,1.0,Under 30 min,#2e8b7a,0,0,19.45751843983148,0.8247745078350169
57,C V Raman Nagar,57-C V Raman Nagar,58815,3.58761335546875,16393.907083199425,59.0,59.0,16.093617305398155,16.804116459354947,1.0978611914339802,41.28481995621958,0.9491525423728814,16.093617305398155,16.093617305398155,16.093617305398155,16.093617305398155,1.2874893844318525,1.0,Under 30 min,#2e8b7a,0,0,16.093617305398155,1.0
179,Shakambari Nagar,179-Shakambari Nagar,25871,1.8519488984375,13969.607920514174,35.0,35.0,16.153557238382223,16.267156414907113,10.710796225190332,23.47269062121971,1.0,16.153557238382223,16.153557238382223,16.153557238382223,17.434368726540892,1.4158677895298153,1.0,Under 30 min,#2e8b7a,0,0,17.698347369122693,0.9127155717693971
29,Kacharkanahalli,29-Kacharkanahalli,33588,1.6988655,19770.841187839767,26.0,26.0,16.294820200577618,16.3478715919223,11.671966839082595,20.844100440964887,1.0,16.294820200577618,16.294820200577618,16.294820200577618,16.294820200577618,1.3738605176821794,1.0,Under 30 min,#2e8b7a,0,0,17.173256471027244,0.9488485907182704
163,Katriguppe,163-Katriguppe,45572,1.11076006640625,41027.762320843525,16.0,16.0,16.341310025777588,16.14991062044562,12.233979977050693,19.964261625095382,1.0,16.341310025777588,16.341310025777588,16.341310025777588,16.341310025777588,1.3077636681017815,1.0,Under 30 min,#2e8b7a,0,0,16.347045851272267,0.999649121587664
17,J P Park,17-J P Park,49610,2.05341862993828,24159.710677939616,36.0,36.0,16.39795595092273,15.96049588554188,8.627156553501617,22.22681310394096,1.0,16.39795595092273,16.39795595092273,16.39795595092273,16.39795595092273,1.3118364760738186,1.0,Under 30 min,#2e8b7a,0,0,16.397955950922732,0.9999999999999998
7,Byatarayanapura,7-Byatarayanapura,72154,10.032414957419624,7192.086880999417,156.0,151.0,16.529447416325745,23.007128145690128,1.2788233503677797,41.968567950548184,0.8333333333333334,16.529447416325745,16.529447416325745,16.529447416325745,16.529447416325745,1.5263667683634392,0.967948717948718,Under 30 min,#2e8b7a,0,0,19.07958460454299,0.8663421012001468
81,Vijnana Nagar,81-Vijnana Nagar,57062,5.72754503125,9962.732669697856,91.0,86.0,16.53180038766886,26.542841821480984,2.980764239026684,38.88953066033481,0.8241758241758241,16.53180038766886,16.53180038766886,16.53180038766886,16.53180038766886,1.3225440310135086,0.945054945054945,Under 30 min,#2e8b7a,0,0,16.53180038766886,1.0
