ward_no,ward_label,minutes,minutes_direct_only,minutes_800m,minutes_frequent,minutes_general,straight_line_km,easting,northing
196,196-Anjanapura,54.667143231927945,54.667143231927945,54.667143231927945,84.86714323192794,54.667143231927945,6.869093360663626,777571.625,1421521.0
196,196-Anjanapura,54.813443240231926,54.813443240231926,54.813443240231926,85.01344324023194,54.813443240231926,6.8444699025790365,777821.625,1421521.0
196,196-Anjanapura,79.68953450449459,79.68953450449459,56.718851124416,,85.38953450449458,6.828915938647031,778071.625,1421521.0
196,196-Anjanapura,,,59.33124463360603,,,6.822493499220401,778321.625,1421521.0
196,196-Anjanapura,,,61.517133299342696,,,6.825228362238278,778571.625,1421521.0
196,196-Anjanapura,58.78546897869397,58.78546897869397,58.78546897869397,85.13900297165942,58.78546897869397,6.837109538869402,778821.625,1421521.0
196,196-Anjanapura,56.8601268960631,56.8601268960631,56.8601268960631,83.22864074266579,56.8601268960631,6.858089493167623,779071.625,1421521.0
196,196-Anjanapura,57.32813844000871,57.32813844000871,57.32813844000871,83.4967631899586,57.32813844000871,6.888085085573008,779321.625,1421521.0
194,194-Gottigere,59.65812306554655,59.65812306554655,59.65812306554655,85.66083682983617,59.65812306554655,6.92697919701586,779571.625,1421521.0
194,194-Gottigere,,,62.490103707310936,,,6.974622960826459,779821.625,1421521.0
194,194-Gottigere,62.778500129412585,62.778500129412585,62.778500129412585,,83.47850012941258,7.030838505860082,780071.625,1421521.0
194,194-Gottigere,60.32158080446626,60.32158080446626,44.34283583406789,,81.02158080446625,7.095422097753029,780321.625,1421521.0
194,194-Gottigere,41.2260933540188,41.2260933540188,41.2260933540188,41.2260933540188,57.7260933540188,7.1681475567317365,780571.625,1421521.0
192,192-Begur,38.148140325515136,38.148140325515136,38.148140325515136,38.148140325515136,54.648140325515136,7.248769829762588,780821.625,1421521.0
192,192-Begur,38.69100827498737,38.69100827498737,38.69100827498737,38.69100827498737,55.19100827498737,7.337028601189552,781071.625,1421521.0
192,192-Begur,41.786541111317675,41.786541111317675,41.786541111317675,41.786541111317675,58.286541111317675,7.432651837969453,781321.625,1421521.0
192,192-Begur,55.00284853158549,55.00284853158549,44.90465240951599,60.53650919388227,74.26320629157892,7.535359181503417,781571.625,1421521.0
196,196-Anjanapura,90.0683619555317,,54.30284986998968,,93.46836195553169,6.884705258652168,776321.625,1421771.0
196,196-Anjanapura,,,76.92772196938003,,,6.814432562459621,776571.625,1421771.0
196,196-Anjanapura,,,74.88527435355684,,,6.752689523301599,776821.625,1421771.0
196,196-Anjanapura,,,57.97362281450243,,,6.6997119675329575,777071.625,1421771.0
196,196-Anjanapura,54.89578252029765,54.89578252029765,54.89578252029765,85.09578252029766,54.89578252029765,6.655709210722889,777321.625,1421771.0
196,196-Anjanapura,51.99976376255487,51.99976376255487,51.99976376255487,82.19976376255487,51.99976376255487,6.620860196945611,777571.625,1421771.0
196,196-Anjanapura,52.346564614937904,52.346564614937904,52.346564614937904,82.5465646149379,52.346564614937904,6.595310030415238,777821.625,1421771.0
196,196-Anjanapura,55.30189030244938,55.30189030244938,55.30189030244938,85.50189030244938,55.30189030244938,6.579167048121899,778071.625,1421771.0
196,196-Anjanapura,,,58.38582936206042,,,6.572500566518818,778321.625,1421771.0
196,196-Anjanapura,,,60.88928951798042,,,6.575339409238687,778571.625,1421771.0
196,196-Anjanapura,57.764352353773134,57.764352353773134,57.764352353773134,83.9739789194004,57.764352353773134,6.587671287828844,778821.625,1421771.0
196,196-Anjanapura,54.63979294852983,54.63979294852983,54.63979294852983,80.8720736246937,54.63979294852983,6.609443066271296,779071.625,1421771.0
196,196-Anjanapura,55.6860868211196,55.6860868211196,55.6860868211196,81.50680387715244,55.6860868211196,6.640561896110816,779321.625,1421771.0
196,196-Anjanapura,58.810911347805245,58.810911347805245,58.810911347805245,84.61845401943724,58.810911347805245,6.680897166240178,779571.625,1421771.0
194,194-Gottigere,,,61.935867436813155,,,6.730283173513074,779821.625,1421771.0
194,194-Gottigere,71.9623055387694,,60.457835023086076,,88.4623055387694,6.788522390437434,780071.625,1421771.0
194,194-Gottigere,63.18428325215659,63.18428325215659,43.49288068623181,82.22172722606214,77.32172722606214,6.855389186272911,780321.625,1421771.0
